	Gene > Systematic Name	Gene > Phenotypes > Mutant Type	Gene > Phenotypes > Strain Background	Gene > Phenotypes > Experiment Type	Gene > Phenotypes > Observable	Gene > Phenotypes > Qualifier	Gene > Phenotypes > Chemical	Gene > Phenotypes > Condition	Gene > Phenotypes > Details
48236	YDL185W		S288c	systematic mutation set	resistance to chemicals	decreased	25 mM sodium arsenate	 	
48723	YDL202W		S288c	systematic mutation set	resistance to chemicals	decreased	25 mM sodium arsenate	 	
50851	YDR069C		S288c	systematic mutation set	resistance to chemicals	decreased	25 mM sodium arsenate	 	
52725	YDR136C		S288c	systematic mutation set	resistance to chemicals	decreased	25 mM sodium arsenate	 	
53188	YDR150W		S288c	systematic mutation set	resistance to chemicals	decreased	25 mM sodium arsenate	 	
54286	YDR195W		S288c	systematic mutation set	resistance to chemicals	decreased	25 mM sodium arsenate	 	
57570	YDR323C		S288c	systematic mutation set	resistance to chemicals	decreased	25 mM sodium arsenate	 	
57904	YDR335W		S288c	systematic mutation set	resistance to chemicals	decreased	25 mM sodium arsenate	 	
59408	YDR388W		S288c	systematic mutation set	resistance to chemicals	decreased	25 mM sodium arsenate	 	
61105	YDR456W		S288c	systematic mutation set	resistance to chemicals	decreased	25 mM sodium arsenate	 	
61638	YDR477W		S288c	systematic mutation set	resistance to chemicals	decreased	25 mM sodium arsenate	 	
62196	YDR495C		S288c	systematic mutation set	resistance to chemicals	decreased	25 mM sodium arsenate	 	
62809	YDR522C		S288c	systematic mutation set	resistance to chemicals	decreased	25 mM sodium arsenate	 	
64133	YGL025C		S288c	systematic mutation set	resistance to chemicals	decreased	25 mM sodium arsenate	 	
65425	YGL071W		S288c	systematic mutation set	resistance to chemicals	decreased	25 mM sodium arsenate	 	
66406	YGL115W		S288c	systematic mutation set	resistance to chemicals	decreased	25 mM sodium arsenate	 	
68966	YGL223C		S288c	systematic mutation set	resistance to chemicals	decreased	25 mM sodium arsenate	 	
71470	YGR084C		S288c	systematic mutation set	resistance to chemicals	decreased	25 mM sodium arsenate	 	
72165	YGR105W		S288c	systematic mutation set	resistance to chemicals	decreased	25 mM sodium arsenate	 	
73937	YGR180C		S288c	systematic mutation set	resistance to chemicals	decreased	25 mM sodium arsenate	 	
75224	YGR229C		S288c	systematic mutation set	resistance to chemicals	decreased	25 mM sodium arsenate	 	
75717	YGR255C		S288c	systematic mutation set	resistance to chemicals	decreased	25 mM sodium arsenate	 	
79231	YJL117W		S288c	systematic mutation set	resistance to chemicals	decreased	25 mM sodium arsenate	 	
81041	YJL176C		S288c	systematic mutation set	resistance to chemicals	decreased	25 mM sodium arsenate	 	
81209	YJL180C		S288c	systematic mutation set	resistance to chemicals	decreased	25 mM sodium arsenate	 	
84293	YJR102C		S288c	systematic mutation set	resistance to chemicals	decreased	25 mM sodium arsenate	 	
87536	YLR025W		S288c	systematic mutation set	resistance to chemicals	decreased	25 mM sodium arsenate	 	
87628	YLR027C		S288c	systematic mutation set	resistance to chemicals	decreased	25 mM sodium arsenate	 	
88390	YLR056W		S288c	systematic mutation set	resistance to chemicals	decreased	25 mM sodium arsenate	 	
89292	YLR087C		S288c	systematic mutation set	resistance to chemicals	decreased	25 mM sodium arsenate	 	
90575	YLR148W		S288c	systematic mutation set	resistance to chemicals	decreased	25 mM sodium arsenate	 	
91174	YLR182W		S288c	systematic mutation set	resistance to chemicals	decreased	25 mM sodium arsenate	 	
97084	YLR396C		S288c	systematic mutation set	resistance to chemicals	decreased	25 mM sodium arsenate	 	
98584	YLR447C		S288c	systematic mutation set	resistance to chemicals	decreased	25 mM sodium arsenate	 	
104608	YMR077C		S288c	systematic mutation set	resistance to chemicals	decreased	25 mM sodium arsenate	 	
107560	YMR202W		S288c	systematic mutation set	resistance to chemicals	decreased	25 mM sodium arsenate	 	
111747	YNL064C		S288c	systematic mutation set	resistance to chemicals	decreased	25 mM sodium arsenate	 	
112281	YNL080C		S288c	systematic mutation set	resistance to chemicals	decreased	25 mM sodium arsenate	 	
118873	YNR006W		S288c	systematic mutation set	resistance to chemicals	decreased	25 mM sodium arsenate	 	
119158	YNR020C		S288c	systematic mutation set	resistance to chemicals	decreased	25 mM sodium arsenate	 	
119653	YNR041C		S288c	systematic mutation set	resistance to chemicals	decreased	25 mM sodium arsenate	 	
125160	YOR036W		S288c	systematic mutation set	resistance to chemicals	decreased	25 mM sodium arsenate	 	
130666	YOR290C		S288c	systematic mutation set	resistance to chemicals	decreased	25 mM sodium arsenate	 	
131941	YOR332W		S288c	systematic mutation set	resistance to chemicals	decreased	25 mM sodium arsenate	 	
132558	YOR360C		S288c	systematic mutation set	resistance to chemicals	decreased	25 mM sodium arsenate	 	
133438	YPL013C		S288c	systematic mutation set	resistance to chemicals	decreased	25 mM sodium arsenate	 	
133879	YPL031C		S288c	systematic mutation set	resistance to chemicals	decreased	25 mM sodium arsenate	 	
134125	YPL042C		S288c	systematic mutation set	resistance to chemicals	decreased	25 mM sodium arsenate	 	
134300	YPL045W		S288c	systematic mutation set	resistance to chemicals	decreased	25 mM sodium arsenate	 	
134799	YPL059W		S288c	systematic mutation set	resistance to chemicals	decreased	25 mM sodium arsenate	 	
135501	YPL084W		S288c	systematic mutation set	resistance to chemicals	decreased	25 mM sodium arsenate	 	
138024	YPL174C		S288c	systematic mutation set	resistance to chemicals	decreased	25 mM sodium arsenate	 	
139560	YPL234C		S288c	systematic mutation set	resistance to chemicals	decreased	25 mM sodium arsenate	 	
141145	YPR036W		S288c	systematic mutation set	resistance to chemicals	decreased	25 mM sodium arsenate	 	
144361	YPR173C		S288c	systematic mutation set	resistance to chemicals	decreased	25 mM sodium arsenate	 	
5124	YBR014C		S288c	systematic mutation set	metal resistance	increased	25 mM manganese(2+)	 	
11130	YBR268W		S288c	systematic mutation set	metal resistance	increased	25 mM manganese(2+)	 	
14136	YCR024C		S288c	systematic mutation set	metal resistance	increased	25 mM manganese(2+)	 	
14698	YCR037C		S288c	systematic mutation set	metal resistance	increased	25 mM manganese(2+)	 	
18249	YEL057C		S288c	systematic mutation set	metal resistance	increased	25 mM manganese(2+)	 	
20065	YER072W		S288c	systematic mutation set	metal resistance	increased	25 mM manganese(2+)	 	
24083	YHR004C		S288c	systematic mutation set	metal resistance	increased	25 mM manganese(2+)	 	
26873	YHR108W		S288c	systematic mutation set	metal resistance	increased	25 mM manganese(2+)	 	
27417	YHR135C		S288c	systematic mutation set	metal resistance	increased	25 mM manganese(2+)	 	
27597	YHR147C		S288c	systematic mutation set	metal resistance	increased	25 mM manganese(2+)	 	
28237	YHR180W		S288c	systematic mutation set	metal resistance	increased	25 mM manganese(2+)	 	
28505	YHR193C		S288c	systematic mutation set	metal resistance	increased	25 mM manganese(2+)	 	
30076	YIL047C		S288c	systematic mutation set	metal resistance	increased	25 mM manganese(2+)	 	
30332	YIL054W		S288c	systematic mutation set	metal resistance	increased	25 mM manganese(2+)	 	
31774	YIL121W		S288c	systematic mutation set	metal resistance	increased	25 mM manganese(2+)	 	
32283	YIL145C		S288c	systematic mutation set	metal resistance	increased	25 mM manganese(2+)	 	
32521	YIL154C		S288c	systematic mutation set	metal resistance	increased	25 mM manganese(2+)	 	
32582	YIL157C		S288c	systematic mutation set	metal resistance	increased	25 mM manganese(2+)	 	
32994	YIR009W		S288c	systematic mutation set	metal resistance	increased	25 mM manganese(2+)	 	
39480	YKR028W		S288c	systematic mutation set	metal resistance	increased	25 mM manganese(2+)	 	
41838	YFL007W		S288c	systematic mutation set	metal resistance	increased	25 mM manganese(2+)	 	
46221	YDL095W		S288c	systematic mutation set	metal resistance	increased	25 mM manganese(2+)	 	
46989	YDL122W		S288c	systematic mutation set	metal resistance	increased	25 mM manganese(2+)	 	
47789	YDL167C		S288c	systematic mutation set	metal resistance	increased	25 mM manganese(2+)	 	
50671	YDR065W		S288c	systematic mutation set	metal resistance	increased	25 mM manganese(2+)	 	
51613	YDR089W		S288c	systematic mutation set	metal resistance	increased	25 mM manganese(2+)	 	
56452	YDR289C		S288c	systematic mutation set	metal resistance	increased	25 mM manganese(2+)	 	
56722	YDR295C		S288c	systematic mutation set	metal resistance	increased	25 mM manganese(2+)	 	
56828	YDR297W		S288c	systematic mutation set	metal resistance	increased	25 mM manganese(2+)	 	
56892	YDR298C		S288c	systematic mutation set	metal resistance	increased	25 mM manganese(2+)	 	
60005	YDR414C		S288c	systematic mutation set	metal resistance	increased	25 mM manganese(2+)	 	
60500	YDR435C		S288c	systematic mutation set	metal resistance	increased	25 mM manganese(2+)	 	
63038	YDR532C		S288c	systematic mutation set	metal resistance	increased	25 mM manganese(2+)	 	
66704	YGL129C		S288c	systematic mutation set	metal resistance	increased	25 mM manganese(2+)	 	
68892	YGL220W		S288c	systematic mutation set	metal resistance	increased	25 mM manganese(2+)	 	
69148	YGL234W		S288c	systematic mutation set	metal resistance	increased	25 mM manganese(2+)	 	
69564	YGL252C		S288c	systematic mutation set	metal resistance	increased	25 mM manganese(2+)	 	
71927	YGR102C		S288c	systematic mutation set	metal resistance	increased	25 mM manganese(2+)	 	
76864	YJL012C		S288c	systematic mutation set	metal resistance	increased	25 mM manganese(2+)	 	
82519	YJR032W		S288c	systematic mutation set	metal resistance	increased	25 mM manganese(2+)	 	
84681	YJR113C		S288c	systematic mutation set	metal resistance	increased	25 mM manganese(2+)	 	
85391	YJR144W		S288c	systematic mutation set	metal resistance	increased	25 mM manganese(2+)	 	
86213	YLL029W		S288c	systematic mutation set	metal resistance	increased	25 mM manganese(2+)	 	
86223	YLL030C		S288c	systematic mutation set	metal resistance	increased	25 mM manganese(2+)	 	
86674	YLL044W		S288c	systematic mutation set	metal resistance	increased	25 mM manganese(2+)	 	
86794	YLL049W		S288c	systematic mutation set	metal resistance	increased	25 mM manganese(2+)	 	
86938	YLR001C		S288c	systematic mutation set	metal resistance	increased	25 mM manganese(2+)	 	
88353	YLR056W		S288c	systematic mutation set	metal resistance	increased	25 mM manganese(2+)	 	
89279	YLR087C		S288c	systematic mutation set	metal resistance	increased	25 mM manganese(2+)	 	
89437	YLR093C		S288c	systematic mutation set	metal resistance	increased	25 mM manganese(2+)	 	
90363	YLR139C		S288c	systematic mutation set	metal resistance	increased	25 mM manganese(2+)	 	
96366	YLR372W		S288c	systematic mutation set	metal resistance	increased	25 mM manganese(2+)	 	
99806	YML020W		S288c	systematic mutation set	metal resistance	increased	25 mM manganese(2+)	 	
101625	YML097C		S288c	systematic mutation set	metal resistance	increased	25 mM manganese(2+)	 	
110723	YNL021W		S288c	systematic mutation set	metal resistance	increased	25 mM manganese(2+)	 	
113711	YNL138W		S288c	systematic mutation set	metal resistance	increased	25 mM manganese(2+)	 	
117209	YNL284C		S288c	systematic mutation set	metal resistance	increased	25 mM manganese(2+)	 	
122098	YOL060C		S288c	systematic mutation set	metal resistance	increased	25 mM manganese(2+)	 	
123301	YOL109W		S288c	systematic mutation set	metal resistance	increased	25 mM manganese(2+)	 	
123321	YOL110W		S288c	systematic mutation set	metal resistance	increased	25 mM manganese(2+)	 	
126226	YOR073W		S288c	systematic mutation set	metal resistance	increased	25 mM manganese(2+)	 	
127967	YOR147W		S288c	systematic mutation set	metal resistance	increased	25 mM manganese(2+)	 	
128677	YOR187W		S288c	systematic mutation set	metal resistance	increased	25 mM manganese(2+)	 	
128995	YOR199W		S288c	systematic mutation set	metal resistance	increased	25 mM manganese(2+)	 	
129042	YOR200W		S288c	systematic mutation set	metal resistance	increased	25 mM manganese(2+)	 	
129332	YOR211C		S288c	systematic mutation set	metal resistance	increased	25 mM manganese(2+)	 	
132738	YOR369C		S288c	systematic mutation set	metal resistance	increased	25 mM manganese(2+)	 	
133549	YPL019C		S288c	systematic mutation set	metal resistance	increased	25 mM manganese(2+)	 	
134458	YPL050C		S288c	systematic mutation set	metal resistance	increased	25 mM manganese(2+)	 	
136267	YPL106C		S288c	systematic mutation set	metal resistance	increased	25 mM manganese(2+)	 	
141216	YPR040W		S288c	systematic mutation set	metal resistance	increased	25 mM manganese(2+)	 	
144433	YPR179C		S288c	systematic mutation set	metal resistance	increased	25 mM manganese(2+)	 	
1062	YAL026C		S288c	systematic mutation set	resistance to chemicals	decreased	25 mM 4-hydroxybenzoic acid	 	
7942	YBR127C		S288c	systematic mutation set	resistance to chemicals	decreased	25 mM 4-hydroxybenzoic acid	 	
19085	YER026C		S288c	systematic mutation set	resistance to chemicals	decreased	25 mM 4-hydroxybenzoic acid	 	
38413	YKL212W		S288c	systematic mutation set	resistance to chemicals	decreased	25 mM 4-hydroxybenzoic acid	 	
63636	YGL012W		S288c	systematic mutation set	resistance to chemicals	decreased	25 mM 4-hydroxybenzoic acid	 	
65811	YGL084C		S288c	systematic mutation set	resistance to chemicals	decreased	25 mM 4-hydroxybenzoic acid	 	
68360	YGL206C		S288c	systematic mutation set	resistance to chemicals	decreased	25 mM 4-hydroxybenzoic acid	 	
84292	YJR102C		S288c	systematic mutation set	resistance to chemicals	decreased	25 mM 4-hydroxybenzoic acid	 	
88389	YLR056W		S288c	systematic mutation set	resistance to chemicals	decreased	25 mM 4-hydroxybenzoic acid	 	
92854	YLR244C		S288c	systematic mutation set	resistance to chemicals	decreased	25 mM 4-hydroxybenzoic acid	 	
101644	YML097C		S288c	systematic mutation set	resistance to chemicals	decreased	25 mM 4-hydroxybenzoic acid	 	
120103	YNR052C		S288c	systematic mutation set	resistance to chemicals	decreased	25 mM 4-hydroxybenzoic acid	 	
