,index,HMDB,INCHIKEY,Name,Chemical Formula,m/z,Adduct Type,CCS Value (Å²),Reference,CCS Type,Data Source / Predictor
179,YMDB00015,HMDB06928,HLAWVOWADPNAGN-BAHZUFOISA-N,"delta8,14-Sterol",C29H46O,433.344084094,[M+Na]+,210.8,32859911.0,Predicted,AllCCS
180,YMDB00015,HMDB06928,HLAWVOWADPNAGN-BAHZUFOISA-N,"delta8,14-Sterol",C29H46O,409.347590094,[M-H]-,208.0,32859911.0,Predicted,AllCCS
181,YMDB00015,HMDB06928,HLAWVOWADPNAGN-BAHZUFOISA-N,"delta8,14-Sterol",C29H46O,431.329532094,[M+Na-2H]-,210.0,32859911.0,Predicted,AllCCS
182,YMDB00015,HMDB06928,HLAWVOWADPNAGN-BAHZUFOISA-N,"delta8,14-Sterol",C29H46O,455.353067094,[M+HCOO]-,212.3,32859911.0,Predicted,AllCCS
183,YMDB00016,HMDB00123,DHMQDGOQFOQNFH-UHFFFAOYSA-N,Glycine,C2H5NO2,76.03930440900001,[M+H]+,112.3,31661259.0,Predicted,DarkChem
184,YMDB00016,HMDB00123,DHMQDGOQFOQNFH-UHFFFAOYSA-N,Glycine,C2H5NO2,74.024752409,[M-H]-,105.2,31661259.0,Predicted,DarkChem
185,YMDB00016,HMDB00123,DHMQDGOQFOQNFH-UHFFFAOYSA-N,Glycine,C2H5NO2,76.03930440900001,[M+H]+,122.9,32859911.0,Predicted,AllCCS
186,YMDB00016,HMDB00123,DHMQDGOQFOQNFH-UHFFFAOYSA-N,Glycine,C2H5NO2,74.024752409,[M-H]-,126.8,32859911.0,Predicted,AllCCS
187,YMDB00016,HMDB00123,DHMQDGOQFOQNFH-UHFFFAOYSA-N,Glycine,C2H5NO2,76.03930440900001,[M+H]+,128.1,30932474.0,Predicted,DeepCCS
188,YMDB00016,HMDB00123,DHMQDGOQFOQNFH-UHFFFAOYSA-N,Glycine,C2H5NO2,74.024752409,[M-H]-,125.4,30932474.0,Predicted,DeepCCS
189,YMDB00016,HMDB00123,DHMQDGOQFOQNFH-UHFFFAOYSA-N,Glycine,C2H5NO2,37.0123762045,[M-2H]-,161.9,30932474.0,Predicted,DeepCCS
190,YMDB00016,HMDB00123,DHMQDGOQFOQNFH-UHFFFAOYSA-N,Glycine,C2H5NO2,98.021246409,[M+Na]+,136.3,30932474.0,Predicted,DeepCCS
192,YMDB00016,HMDB00123,DHMQDGOQFOQNFH-UHFFFAOYSA-N,Glycine,C2H5NO2,58.02873940900001,[M+H-H2O]+,118.5,32859911.0,Predicted,AllCCS
193,YMDB00016,HMDB00123,DHMQDGOQFOQNFH-UHFFFAOYSA-N,Glycine,C2H5NO2,93.065851409,[M+NH4]+,127.1,32859911.0,Predicted,AllCCS
194,YMDB00016,HMDB00123,DHMQDGOQFOQNFH-UHFFFAOYSA-N,Glycine,C2H5NO2,98.021246409,[M+Na]+,128.3,32859911.0,Predicted,AllCCS
196,YMDB00016,HMDB00123,DHMQDGOQFOQNFH-UHFFFAOYSA-N,Glycine,C2H5NO2,96.006694409,[M+Na-2H]-,132.4,32859911.0,Predicted,AllCCS
197,YMDB00016,HMDB00123,DHMQDGOQFOQNFH-UHFFFAOYSA-N,Glycine,C2H5NO2,120.030229409,[M+HCOO]-,138.6,32859911.0,Predicted,AllCCS
198,YMDB00017,HMDB11655,CJCSNWWKPUXVRD-MLWJPKLSSA-N,2-(3-Carboxy-3-aminopropyl)-L-histidine,C10H16N4O4,257.12443102,[M+H]+,160.1,31661259.0,Predicted,DarkChem
199,YMDB00017,HMDB11655,CJCSNWWKPUXVRD-MLWJPKLSSA-N,2-(3-Carboxy-3-aminopropyl)-L-histidine,C10H16N4O4,255.10987902,[M-H]-,158.5,31661259.0,Predicted,DarkChem
200,YMDB00017,HMDB11655,CJCSNWWKPUXVRD-MLWJPKLSSA-N,2-(3-Carboxy-3-aminopropyl)-L-histidine,C10H16N4O4,257.12443102,[M+H]+,158.6,30932474.0,Predicted,DeepCCS
201,YMDB00017,HMDB11655,CJCSNWWKPUXVRD-MLWJPKLSSA-N,2-(3-Carboxy-3-aminopropyl)-L-histidine,C10H16N4O4,255.10987902,[M-H]-,156.2,30932474.0,Predicted,DeepCCS
202,YMDB00017,HMDB11655,CJCSNWWKPUXVRD-MLWJPKLSSA-N,2-(3-Carboxy-3-aminopropyl)-L-histidine,C10H16N4O4,127.55493951,[M-2H]-,189.1,30932474.0,Predicted,DeepCCS
203,YMDB00017,HMDB11655,CJCSNWWKPUXVRD-MLWJPKLSSA-N,2-(3-Carboxy-3-aminopropyl)-L-histidine,C10H16N4O4,279.10637302,[M+Na]+,164.7,30932474.0,Predicted,DeepCCS
204,YMDB00017,HMDB11655,CJCSNWWKPUXVRD-MLWJPKLSSA-N,2-(3-Carboxy-3-aminopropyl)-L-histidine,C10H16N4O4,257.12443102,[M+H]+,156.9,32859911.0,Predicted,AllCCS
205,YMDB00017,HMDB11655,CJCSNWWKPUXVRD-MLWJPKLSSA-N,2-(3-Carboxy-3-aminopropyl)-L-histidine,C10H16N4O4,239.11386602,[M+H-H2O]+,153.6,32859911.0,Predicted,AllCCS
206,YMDB00017,HMDB11655,CJCSNWWKPUXVRD-MLWJPKLSSA-N,2-(3-Carboxy-3-aminopropyl)-L-histidine,C10H16N4O4,274.15097802,[M+NH4]+,160.0,32859911.0,Predicted,AllCCS
207,YMDB00017,HMDB11655,CJCSNWWKPUXVRD-MLWJPKLSSA-N,2-(3-Carboxy-3-aminopropyl)-L-histidine,C10H16N4O4,279.10637302,[M+Na]+,160.8,32859911.0,Predicted,AllCCS
208,YMDB00017,HMDB11655,CJCSNWWKPUXVRD-MLWJPKLSSA-N,2-(3-Carboxy-3-aminopropyl)-L-histidine,C10H16N4O4,255.10987902,[M-H]-,158.0,32859911.0,Predicted,AllCCS
209,YMDB00017,HMDB11655,CJCSNWWKPUXVRD-MLWJPKLSSA-N,2-(3-Carboxy-3-aminopropyl)-L-histidine,C10H16N4O4,277.09182102,[M+Na-2H]-,158.2,32859911.0,Predicted,AllCCS
210,YMDB00017,HMDB11655,CJCSNWWKPUXVRD-MLWJPKLSSA-N,2-(3-Carboxy-3-aminopropyl)-L-histidine,C10H16N4O4,301.11535602,[M+HCOO]-,158.5,32859911.0,Predicted,AllCCS
211,YMDB00018,HMDB01882,RXKJFZQQPQGTFL-UHFFFAOYSA-N,Dihydroxyacetone,C3H6O3,91.038970058,[M+H]+,116.8,31661259.0,Predicted,DarkChem
212,YMDB00018,HMDB01882,RXKJFZQQPQGTFL-UHFFFAOYSA-N,Dihydroxyacetone,C3H6O3,89.024418058,[M-H]-,111.0,31661259.0,Predicted,DarkChem
213,YMDB00018,HMDB01882,RXKJFZQQPQGTFL-UHFFFAOYSA-N,Dihydroxyacetone,C3H6O3,91.038970058,[M+H]+,123.7,32859911.0,Predicted,AllCCS
214,YMDB00018,HMDB01882,RXKJFZQQPQGTFL-UHFFFAOYSA-N,Dihydroxyacetone,C3H6O3,89.024418058,[M-H]-,122.0,32859911.0,Predicted,AllCCS
215,YMDB00018,HMDB01882,RXKJFZQQPQGTFL-UHFFFAOYSA-N,Dihydroxyacetone,C3H6O3,91.038970058,[M+H]+,127.6,30932474.0,Predicted,DeepCCS
216,YMDB00018,HMDB01882,RXKJFZQQPQGTFL-UHFFFAOYSA-N,Dihydroxyacetone,C3H6O3,89.024418058,[M-H]-,124.8,30932474.0,Predicted,DeepCCS
217,YMDB00018,HMDB01882,RXKJFZQQPQGTFL-UHFFFAOYSA-N,Dihydroxyacetone,C3H6O3,44.512209029,[M-2H]-,161.1,30932474.0,Predicted,DeepCCS
218,YMDB00018,HMDB01882,RXKJFZQQPQGTFL-UHFFFAOYSA-N,Dihydroxyacetone,C3H6O3,113.020912058,[M+Na]+,135.7,30932474.0,Predicted,DeepCCS
220,YMDB00018,HMDB01882,RXKJFZQQPQGTFL-UHFFFAOYSA-N,Dihydroxyacetone,C3H6O3,73.028405058,[M+H-H2O]+,119.3,32859911.0,Predicted,AllCCS
221,YMDB00018,HMDB01882,RXKJFZQQPQGTFL-UHFFFAOYSA-N,Dihydroxyacetone,C3H6O3,108.065517058,[M+NH4]+,127.8,32859911.0,Predicted,AllCCS
222,YMDB00018,HMDB01882,RXKJFZQQPQGTFL-UHFFFAOYSA-N,Dihydroxyacetone,C3H6O3,113.020912058,[M+Na]+,129.0,32859911.0,Predicted,AllCCS
224,YMDB00018,HMDB01882,RXKJFZQQPQGTFL-UHFFFAOYSA-N,Dihydroxyacetone,C3H6O3,111.006360058,[M+Na-2H]-,126.6,32859911.0,Predicted,AllCCS
225,YMDB00018,HMDB01882,RXKJFZQQPQGTFL-UHFFFAOYSA-N,Dihydroxyacetone,C3H6O3,135.029895058,[M+HCOO]-,131.6,32859911.0,Predicted,AllCCS
226,YMDB00019,HMDB00279,ZDGJAHTZVHVLOT-YUMQZZPRSA-N,Saccharopine,C11H20N2O6,277.139412382,[M+H]+,163.9,31661259.0,Predicted,DarkChem
227,YMDB00019,HMDB00279,ZDGJAHTZVHVLOT-YUMQZZPRSA-N,Saccharopine,C11H20N2O6,275.124860382,[M-H]-,159.5,31661259.0,Predicted,DarkChem
228,YMDB00019,HMDB00279,ZDGJAHTZVHVLOT-YUMQZZPRSA-N,Saccharopine,C11H20N2O6,277.139412382,[M+H]+,160.6,32859911.0,Predicted,AllCCS
229,YMDB00019,HMDB00279,ZDGJAHTZVHVLOT-YUMQZZPRSA-N,Saccharopine,C11H20N2O6,275.124860382,[M-H]-,163.1,32859911.0,Predicted,AllCCS
230,YMDB00019,HMDB00279,ZDGJAHTZVHVLOT-YUMQZZPRSA-N,Saccharopine,C11H20N2O6,277.139412382,[M+H]+,163.6,30932474.0,Predicted,DeepCCS
231,YMDB00019,HMDB00279,ZDGJAHTZVHVLOT-YUMQZZPRSA-N,Saccharopine,C11H20N2O6,275.124860382,[M-H]-,161.2,30932474.0,Predicted,DeepCCS
232,YMDB00019,HMDB00279,ZDGJAHTZVHVLOT-YUMQZZPRSA-N,Saccharopine,C11H20N2O6,137.562430191,[M-2H]-,194.1,30932474.0,Predicted,DeepCCS
233,YMDB00019,HMDB00279,ZDGJAHTZVHVLOT-YUMQZZPRSA-N,Saccharopine,C11H20N2O6,299.121354382,[M+Na]+,169.7,30932474.0,Predicted,DeepCCS
235,YMDB00019,HMDB00279,ZDGJAHTZVHVLOT-YUMQZZPRSA-N,Saccharopine,C11H20N2O6,259.128847382,[M+H-H2O]+,157.7,32859911.0,Predicted,AllCCS
236,YMDB00019,HMDB00279,ZDGJAHTZVHVLOT-YUMQZZPRSA-N,Saccharopine,C11H20N2O6,294.165959382,[M+NH4]+,163.3,32859911.0,Predicted,AllCCS
237,YMDB00019,HMDB00279,ZDGJAHTZVHVLOT-YUMQZZPRSA-N,Saccharopine,C11H20N2O6,299.121354382,[M+Na]+,164.1,32859911.0,Predicted,AllCCS
239,YMDB00019,HMDB00279,ZDGJAHTZVHVLOT-YUMQZZPRSA-N,Saccharopine,C11H20N2O6,297.106802382,[M+Na-2H]-,163.5,32859911.0,Predicted,AllCCS
240,YMDB00019,HMDB00279,ZDGJAHTZVHVLOT-YUMQZZPRSA-N,Saccharopine,C11H20N2O6,321.130337382,[M+HCOO]-,164.0,32859911.0,Predicted,AllCCS
241,YMDB00020,HMDB00588,FKNQFGJONOIPTF-UHFFFAOYSA-N,Sodium,Na,23.997045675000003,[M+H]+,109.8,30932474.0,Predicted,DeepCCS
242,YMDB00020,HMDB00588,FKNQFGJONOIPTF-UHFFFAOYSA-N,Sodium,Na,21.982493675,[M-H]-,108.0,30932474.0,Predicted,DeepCCS
243,YMDB00020,HMDB00588,FKNQFGJONOIPTF-UHFFFAOYSA-N,Sodium,Na,10.9912468375,[M-2H]-,143.3,30932474.0,Predicted,DeepCCS
244,YMDB00020,HMDB00588,FKNQFGJONOIPTF-UHFFFAOYSA-N,Sodium,Na,45.978987675,[M+Na]+,116.6,30932474.0,Predicted,DeepCCS
246,YMDB00022,HMDB00990,IKHGUXGNUITLKF-UHFFFAOYSA-N,Acetaldehyde,C2H4O,45.03349075,[M+H]+,115.7,30932474.0,Predicted,DeepCCS
247,YMDB00022,HMDB00990,IKHGUXGNUITLKF-UHFFFAOYSA-N,Acetaldehyde,C2H4O,43.01893875,[M-H]-,113.8,30932474.0,Predicted,DeepCCS
248,YMDB00022,HMDB00990,IKHGUXGNUITLKF-UHFFFAOYSA-N,Acetaldehyde,C2H4O,21.509469375,[M-2H]-,149.1,30932474.0,Predicted,DeepCCS
249,YMDB00022,HMDB00990,IKHGUXGNUITLKF-UHFFFAOYSA-N,Acetaldehyde,C2H4O,67.01543275,[M+Na]+,123.1,30932474.0,Predicted,DeepCCS
250,YMDB00023,HMDB00058,IVOMOUWHDPKRLL-KQYNXXCUSA-N,Cyclic AMP,C10H12N5O6P,330.059795653,[M+H]+,173.9,31661259.0,Predicted,DarkChem
251,YMDB00023,HMDB00058,IVOMOUWHDPKRLL-KQYNXXCUSA-N,Cyclic AMP,C10H12N5O6P,328.045243653,[M-H]-,167.3,31661259.0,Predicted,DarkChem
252,YMDB00023,HMDB00058,IVOMOUWHDPKRLL-KQYNXXCUSA-N,Cyclic AMP,C10H12N5O6P,330.059795653,[M+H]+,172.3,32859911.0,Predicted,AllCCS
253,YMDB00023,HMDB00058,IVOMOUWHDPKRLL-KQYNXXCUSA-N,Cyclic AMP,C10H12N5O6P,328.045243653,[M-H]-,167.1,32859911.0,Predicted,AllCCS
254,YMDB00023,HMDB00058,IVOMOUWHDPKRLL-KQYNXXCUSA-N,Cyclic AMP,C10H12N5O6P,164.0226218265,[M-2H]-,190.9,30932474.0,Predicted,DeepCCS
255,YMDB00023,HMDB00058,IVOMOUWHDPKRLL-KQYNXXCUSA-N,Cyclic AMP,C10H12N5O6P,352.041737653,[M+Na]+,165.9,30932474.0,Predicted,DeepCCS
257,YMDB00023,HMDB00058,IVOMOUWHDPKRLL-KQYNXXCUSA-N,Cyclic AMP,C10H12N5O6P,312.049230653,[M+H-H2O]+,169.2,32859911.0,Predicted,AllCCS
258,YMDB00023,HMDB00058,IVOMOUWHDPKRLL-KQYNXXCUSA-N,Cyclic AMP,C10H12N5O6P,347.086342653,[M+NH4]+,175.2,32859911.0,Predicted,AllCCS
259,YMDB00023,HMDB00058,IVOMOUWHDPKRLL-KQYNXXCUSA-N,Cyclic AMP,C10H12N5O6P,352.041737653,[M+Na]+,176.0,32859911.0,Predicted,AllCCS
261,YMDB00023,HMDB00058,IVOMOUWHDPKRLL-KQYNXXCUSA-N,Cyclic AMP,C10H12N5O6P,350.027185653,[M+Na-2H]-,166.4,32859911.0,Predicted,AllCCS
262,YMDB00023,HMDB00058,IVOMOUWHDPKRLL-KQYNXXCUSA-N,Cyclic AMP,C10H12N5O6P,374.050720653,[M+HCOO]-,165.8,32859911.0,Predicted,AllCCS
263,YMDB00024,HMDB0059620,HKEAOVFNWRDVAJ-UHFFFAOYSA-N,"5-(Methylthio)-2,3-dioxopentyl phosphate",C6H11O6PS,243.008671286,[M+H]+,155.7,31661259.0,Predicted,DarkChem
264,YMDB00024,HMDB0059620,HKEAOVFNWRDVAJ-UHFFFAOYSA-N,"5-(Methylthio)-2,3-dioxopentyl phosphate",C6H11O6PS,240.994119286,[M-H]-,149.9,31661259.0,Predicted,DarkChem
265,YMDB00024,HMDB0059620,HKEAOVFNWRDVAJ-UHFFFAOYSA-N,"5-(Methylthio)-2,3-dioxopentyl phosphate",C6H11O6PS,243.008671286,[M+H]+,147.1,30932474.0,Predicted,DeepCCS
266,YMDB00024,HMDB0059620,HKEAOVFNWRDVAJ-UHFFFAOYSA-N,"5-(Methylthio)-2,3-dioxopentyl phosphate",C6H11O6PS,240.994119286,[M-H]-,143.2,30932474.0,Predicted,DeepCCS
267,YMDB00024,HMDB0059620,HKEAOVFNWRDVAJ-UHFFFAOYSA-N,"5-(Methylthio)-2,3-dioxopentyl phosphate",C6H11O6PS,120.497059643,[M-2H]-,180.1,30932474.0,Predicted,DeepCCS
268,YMDB00024,HMDB0059620,HKEAOVFNWRDVAJ-UHFFFAOYSA-N,"5-(Methylthio)-2,3-dioxopentyl phosphate",C6H11O6PS,264.990613286,[M+Na]+,155.9,30932474.0,Predicted,DeepCCS
269,YMDB00024,HMDB0059620,HKEAOVFNWRDVAJ-UHFFFAOYSA-N,"5-(Methylthio)-2,3-dioxopentyl phosphate",C6H11O6PS,243.008671286,[M+H]+,150.2,32859911.0,Predicted,AllCCS
270,YMDB00024,HMDB0059620,HKEAOVFNWRDVAJ-UHFFFAOYSA-N,"5-(Methylthio)-2,3-dioxopentyl phosphate",C6H11O6PS,224.998106286,[M+H-H2O]+,146.9,32859911.0,Predicted,AllCCS
271,YMDB00024,HMDB0059620,HKEAOVFNWRDVAJ-UHFFFAOYSA-N,"5-(Methylthio)-2,3-dioxopentyl phosphate",C6H11O6PS,260.035218286,[M+NH4]+,153.4,32859911.0,Predicted,AllCCS
272,YMDB00024,HMDB0059620,HKEAOVFNWRDVAJ-UHFFFAOYSA-N,"5-(Methylthio)-2,3-dioxopentyl phosphate",C6H11O6PS,264.990613286,[M+Na]+,154.3,32859911.0,Predicted,AllCCS
273,YMDB00024,HMDB0059620,HKEAOVFNWRDVAJ-UHFFFAOYSA-N,"5-(Methylthio)-2,3-dioxopentyl phosphate",C6H11O6PS,240.994119286,[M-H]-,148.4,32859911.0,Predicted,AllCCS
274,YMDB00024,HMDB0059620,HKEAOVFNWRDVAJ-UHFFFAOYSA-N,"5-(Methylthio)-2,3-dioxopentyl phosphate",C6H11O6PS,262.976061286,[M+Na-2H]-,149.6,32859911.0,Predicted,AllCCS
275,YMDB00024,HMDB0059620,HKEAOVFNWRDVAJ-UHFFFAOYSA-N,"5-(Methylthio)-2,3-dioxopentyl phosphate",C6H11O6PS,286.999596286,[M+HCOO]-,151.0,32859911.0,Predicted,AllCCS
276,YMDB00025,HMDB00218,KYOBSHFOBAOFBF-XVFCMESISA-N,Orotidylic acid,C10H13N2O11P,369.03297178,[M+H]+,180.2,31661259.0,Predicted,DarkChem
277,YMDB00025,HMDB00218,KYOBSHFOBAOFBF-XVFCMESISA-N,Orotidylic acid,C10H13N2O11P,367.01841978,[M-H]-,172.6,31661259.0,Predicted,DarkChem
278,YMDB00025,HMDB00218,KYOBSHFOBAOFBF-XVFCMESISA-N,Orotidylic acid,C10H13N2O11P,369.03297178,[M+H]+,176.3,32859911.0,Predicted,AllCCS
279,YMDB00025,HMDB00218,KYOBSHFOBAOFBF-XVFCMESISA-N,Orotidylic acid,C10H13N2O11P,367.01841978,[M-H]-,170.5,32859911.0,Predicted,AllCCS
280,YMDB00025,HMDB00218,KYOBSHFOBAOFBF-XVFCMESISA-N,Orotidylic acid,C10H13N2O11P,369.03297178,[M+H]+,172.6,30932474.0,Predicted,DeepCCS
281,YMDB00025,HMDB00218,KYOBSHFOBAOFBF-XVFCMESISA-N,Orotidylic acid,C10H13N2O11P,367.01841978,[M-H]-,170.2,30932474.0,Predicted,DeepCCS
282,YMDB00025,HMDB00218,KYOBSHFOBAOFBF-XVFCMESISA-N,Orotidylic acid,C10H13N2O11P,183.50920989,[M-2H]-,203.6,30932474.0,Predicted,DeepCCS
283,YMDB00025,HMDB00218,KYOBSHFOBAOFBF-XVFCMESISA-N,Orotidylic acid,C10H13N2O11P,391.01491378,[M+Na]+,178.5,30932474.0,Predicted,DeepCCS
285,YMDB00025,HMDB00218,KYOBSHFOBAOFBF-XVFCMESISA-N,Orotidylic acid,C10H13N2O11P,351.02240678,[M+H-H2O]+,173.5,32859911.0,Predicted,AllCCS
286,YMDB00025,HMDB00218,KYOBSHFOBAOFBF-XVFCMESISA-N,Orotidylic acid,C10H13N2O11P,386.05951878,[M+NH4]+,178.9,32859911.0,Predicted,AllCCS
287,YMDB00025,HMDB00218,KYOBSHFOBAOFBF-XVFCMESISA-N,Orotidylic acid,C10H13N2O11P,391.01491378,[M+Na]+,179.7,32859911.0,Predicted,AllCCS
289,YMDB00025,HMDB00218,KYOBSHFOBAOFBF-XVFCMESISA-N,Orotidylic acid,C10H13N2O11P,389.00036178,[M+Na-2H]-,170.3,32859911.0,Predicted,AllCCS
290,YMDB00025,HMDB00218,KYOBSHFOBAOFBF-XVFCMESISA-N,Orotidylic acid,C10H13N2O11P,413.02389678,[M+HCOO]-,170.2,32859911.0,Predicted,AllCCS
291,YMDB00026,HMDB00193,ODBLHEXUDAPZAU-UHFFFAOYSA-N,Isocitric acid,C6H8O7,193.03427861,[M+H]+,142.2,31661259.0,Predicted,DarkChem
292,YMDB00026,HMDB00193,ODBLHEXUDAPZAU-UHFFFAOYSA-N,Isocitric acid,C6H8O7,191.01972661,[M-H]-,137.0,31661259.0,Predicted,DarkChem
293,YMDB00026,HMDB00193,ODBLHEXUDAPZAU-UHFFFAOYSA-N,Isocitric acid,C6H8O7,193.03427861,[M+H]+,141.8,32859911.0,Predicted,AllCCS
294,YMDB00026,HMDB00193,ODBLHEXUDAPZAU-UHFFFAOYSA-N,Isocitric acid,C6H8O7,191.01972661,[M-H]-,132.7,32859911.0,Predicted,AllCCS
295,YMDB00026,HMDB00193,ODBLHEXUDAPZAU-UHFFFAOYSA-N,Isocitric acid,C6H8O7,193.03427861,[M+H]+,131.1,30932474.0,Predicted,DeepCCS
297,YMDB00026,HMDB00193,ODBLHEXUDAPZAU-UHFFFAOYSA-N,Isocitric acid,C6H8O7,95.509863305,[M-2H]-,164.9,30932474.0,Predicted,DeepCCS
298,YMDB00026,HMDB00193,ODBLHEXUDAPZAU-UHFFFAOYSA-N,Isocitric acid,C6H8O7,215.01622061,[M+Na]+,140.5,30932474.0,Predicted,DeepCCS
300,YMDB00026,HMDB00193,ODBLHEXUDAPZAU-UHFFFAOYSA-N,Isocitric acid,C6H8O7,175.02371361000002,[M+H-H2O]+,138.1,32859911.0,Predicted,AllCCS
301,YMDB00026,HMDB00193,ODBLHEXUDAPZAU-UHFFFAOYSA-N,Isocitric acid,C6H8O7,210.06082561,[M+NH4]+,145.3,32859911.0,Predicted,AllCCS
302,YMDB00026,HMDB00193,ODBLHEXUDAPZAU-UHFFFAOYSA-N,Isocitric acid,C6H8O7,215.01622061,[M+Na]+,146.3,32859911.0,Predicted,AllCCS
304,YMDB00026,HMDB00193,ODBLHEXUDAPZAU-UHFFFAOYSA-N,Isocitric acid,C6H8O7,213.00166861,[M+Na-2H]-,133.9,32859911.0,Predicted,AllCCS
305,YMDB00026,HMDB00193,ODBLHEXUDAPZAU-UHFFFAOYSA-N,Isocitric acid,C6H8O7,237.02520361,[M+HCOO]-,135.2,32859911.0,Predicted,AllCCS
306,YMDB00027,HMDB00828,HLKXYZVTANABHZ-REOHCLBHSA-N,Ureidosuccinic acid,C5H8N2O5,177.05059737599998,[M+H]+,141.6,31661259.0,Predicted,DarkChem
307,YMDB00027,HMDB00828,HLKXYZVTANABHZ-REOHCLBHSA-N,Ureidosuccinic acid,C5H8N2O5,175.036045376,[M-H]-,133.0,31661259.0,Predicted,DarkChem
308,YMDB00027,HMDB00828,HLKXYZVTANABHZ-REOHCLBHSA-N,Ureidosuccinic acid,C5H8N2O5,177.05059737599998,[M+H]+,139.7,32859911.0,Predicted,AllCCS
309,YMDB00027,HMDB00828,HLKXYZVTANABHZ-REOHCLBHSA-N,Ureidosuccinic acid,C5H8N2O5,175.036045376,[M-H]-,131.2,32859911.0,Predicted,AllCCS
310,YMDB00027,HMDB00828,HLKXYZVTANABHZ-REOHCLBHSA-N,Ureidosuccinic acid,C5H8N2O5,177.05059737599998,[M+H]+,131.9,30932474.0,Predicted,DeepCCS
311,YMDB00027,HMDB00828,HLKXYZVTANABHZ-REOHCLBHSA-N,Ureidosuccinic acid,C5H8N2O5,175.036045376,[M-H]-,129.1,30932474.0,Predicted,DeepCCS
312,YMDB00027,HMDB00828,HLKXYZVTANABHZ-REOHCLBHSA-N,Ureidosuccinic acid,C5H8N2O5,87.518022688,[M-2H]-,165.5,30932474.0,Predicted,DeepCCS
313,YMDB00027,HMDB00828,HLKXYZVTANABHZ-REOHCLBHSA-N,Ureidosuccinic acid,C5H8N2O5,199.032539376,[M+Na]+,140.9,30932474.0,Predicted,DeepCCS
315,YMDB00027,HMDB00828,HLKXYZVTANABHZ-REOHCLBHSA-N,Ureidosuccinic acid,C5H8N2O5,159.040032376,[M+H-H2O]+,135.9,32859911.0,Predicted,AllCCS
316,YMDB00027,HMDB00828,HLKXYZVTANABHZ-REOHCLBHSA-N,Ureidosuccinic acid,C5H8N2O5,194.077144376,[M+NH4]+,143.2,32859911.0,Predicted,AllCCS
317,YMDB00027,HMDB00828,HLKXYZVTANABHZ-REOHCLBHSA-N,Ureidosuccinic acid,C5H8N2O5,199.032539376,[M+Na]+,144.2,32859911.0,Predicted,AllCCS
319,YMDB00027,HMDB00828,HLKXYZVTANABHZ-REOHCLBHSA-N,Ureidosuccinic acid,C5H8N2O5,197.017987376,[M+Na-2H]-,132.7,32859911.0,Predicted,AllCCS
320,YMDB00027,HMDB00828,HLKXYZVTANABHZ-REOHCLBHSA-N,Ureidosuccinic acid,C5H8N2O5,221.041522376,[M+HCOO]-,134.4,32859911.0,Predicted,AllCCS
321,YMDB00028,HMDB03357,JRLGPAXAGHMNOL-LURJTMIESA-N,N2-Acetylornithine,C7H14N2O3,175.107718324,[M+H]+,141.1,31661259.0,Predicted,DarkChem
322,YMDB00028,HMDB03357,JRLGPAXAGHMNOL-LURJTMIESA-N,N2-Acetylornithine,C7H14N2O3,173.093166324,[M-H]-,139.6,31661259.0,Predicted,DarkChem
323,YMDB00028,HMDB03357,JRLGPAXAGHMNOL-LURJTMIESA-N,N2-Acetylornithine,C7H14N2O3,175.107718324,[M+H]+,136.3,30932474.0,Predicted,DeepCCS
324,YMDB00028,HMDB03357,JRLGPAXAGHMNOL-LURJTMIESA-N,N2-Acetylornithine,C7H14N2O3,173.093166324,[M-H]-,132.6,30932474.0,Predicted,DeepCCS
325,YMDB00028,HMDB03357,JRLGPAXAGHMNOL-LURJTMIESA-N,N2-Acetylornithine,C7H14N2O3,86.546583162,[M-2H]-,169.9,30932474.0,Predicted,DeepCCS
326,YMDB00028,HMDB03357,JRLGPAXAGHMNOL-LURJTMIESA-N,N2-Acetylornithine,C7H14N2O3,197.089660324,[M+Na]+,145.4,30932474.0,Predicted,DeepCCS
327,YMDB00028,HMDB03357,JRLGPAXAGHMNOL-LURJTMIESA-N,N2-Acetylornithine,C7H14N2O3,175.107718324,[M+H]+,140.1,32859911.0,Predicted,AllCCS
328,YMDB00028,HMDB03357,JRLGPAXAGHMNOL-LURJTMIESA-N,N2-Acetylornithine,C7H14N2O3,157.097153324,[M+H-H2O]+,136.4,32859911.0,Predicted,AllCCS
329,YMDB00028,HMDB03357,JRLGPAXAGHMNOL-LURJTMIESA-N,N2-Acetylornithine,C7H14N2O3,192.134265324,[M+NH4]+,143.7,32859911.0,Predicted,AllCCS
330,YMDB00028,HMDB03357,JRLGPAXAGHMNOL-LURJTMIESA-N,N2-Acetylornithine,C7H14N2O3,197.089660324,[M+Na]+,144.7,32859911.0,Predicted,AllCCS
331,YMDB00028,HMDB03357,JRLGPAXAGHMNOL-LURJTMIESA-N,N2-Acetylornithine,C7H14N2O3,173.093166324,[M-H]-,136.6,32859911.0,Predicted,AllCCS
332,YMDB00028,HMDB03357,JRLGPAXAGHMNOL-LURJTMIESA-N,N2-Acetylornithine,C7H14N2O3,195.075108324,[M+Na-2H]-,138.2,32859911.0,Predicted,AllCCS
333,YMDB00028,HMDB03357,JRLGPAXAGHMNOL-LURJTMIESA-N,N2-Acetylornithine,C7H14N2O3,219.098643324,[M+HCOO]-,140.1,32859911.0,Predicted,AllCCS
